"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"VHR1" "OTHER" "1" "VHR1" "S. cerevisiae" "VHt1 Regulator" "1923" "YIL056W" "S000001318" "ORF"
"UBA4" "OTHER" "1" "UBA4" "S. cerevisiae" "UBiquitin-Activating" "1323" "YHR111W" "S000001153" "ORF"
"CTF18" "OTHER" "1" "CTF18" "S. cerevisiae" "Chromosome Transmission Fidelity" "2226" "YMR078C" "S000004683" "ORF"
"CTR9" "OTHER" "1" "CTR9" "S. cerevisiae" "Cln Three (CLN3) Requiring" "3234" "YOL145C" "S000005505" "ORF"
"LRP1" "OTHER" "1" "LRP1" "S. cerevisiae" "Like RrP6" "555" "YHR081W" "S000001123" "ORF"
"SWI5" "OTHER" "1" "SWI5" "S. cerevisiae" "SWItching deficient" "2130" "YDR146C" "S000002553" "ORF"
"DOA1" "OTHER" "1" "DOA1" "S. cerevisiae" "Degradation Of Alpha" "2148" "YKL213C" "S000001696" "ORF"
"KTI12" "OTHER" "1" "KTI12" "S. cerevisiae" "Kluveromyces lactis Toxin Insensitive" "942" "YKL110C" "S000001593" "ORF"
"DAT1" "OTHER" "1" "DAT1" "S. cerevisiae" "DATin" "747" "YML113W" "S000004581" "ORF"
"RIM11" "OTHER" "1" "RIM11" "S. cerevisiae" "Regulator of IME2" "1113" "YMR139W" "S000004747" "ORF"
"NCS2" "OTHER" "1" "NCS2" "S. cerevisiae" "Needs Cla4 to Survive" "1482" "YNL119W" "S000005063" "ORF"
"HOM2" "OTHER" "1" "HOM2" "S. cerevisiae" "HOMoserine requiring" "1098" "YDR158W" "S000002565" "ORF"
"GZF3" "OTHER" "1" "GZF3" "S. cerevisiae" "Gata Zinc Finger protein" "1656" "YJL110C" "S000003646" "ORF"
"GCN4" "OTHER" "1" "GCN4" "S. cerevisiae" "General Control Nonderepressible" "846" "YEL009C" "S000000735" "ORF"
"SPT21" "OTHER" "1" "SPT21" "S. cerevisiae" "SuPpressor of Ty" "2277" "YMR179W" "S000004791" "ORF"
"OCA2" "OTHER" "1" "OCA2" "S. cerevisiae" "Oxidant-induced Cell cycle Arrest" "594" "YNL056W" "S000005001" "ORF"
"YBP2" "OTHER" "1" "YBP2" "S. cerevisiae" "Yap1-Binding Protein" "1926" "YGL060W" "S000003028" "ORF"
"CHL1" "OTHER" "1" "CHL1" "S. cerevisiae" "CHromosome Loss" "2586" "YPL008W" "S000005929" "ORF"
"CBF1" "OTHER" "1" "CBF1" "S. cerevisiae" "Centromere Binding Factor" "1056" "YJR060W" "S000003821" "ORF"
"THR4" "OTHER" "1" "THR4" "S. cerevisiae" "THReonine requiring" "1545" "YCR053W" "S000000649" "ORF"
"HTL1" "OTHER" "1" "HTL1" "S. cerevisiae" "High-Temperature Lethal" "237" "YCR020W-B" "S000006439" "ORF"
"HCR1" "OTHER" "1" "HCR1" "S. cerevisiae" "High-Copy suppressor of Rpg1" "798" "YLR192C" "S000004182" "ORF"
"BAS1" "OTHER" "1" "BAS1" "S. cerevisiae" "BASal" "2436" "YKR099W" "S000001807" "ORF"
"PET112" "OTHER" "1" "PET112" "S. cerevisiae" "PETite colonies" "1626" "YBL080C" "S000000176" "ORF"
"CTR9" "OTHER" "1" "CTR9" "S. cerevisiae" "Cln Three (CLN3) Requiring" "3234" "YOL145C" "S000005505" "ORF"
"LRP1" "OTHER" "1" "LRP1" "S. cerevisiae" "Like RrP6" "555" "YHR081W" "S000001123" "ORF"
"LEA1" "OTHER" "1" "LEA1" "S. cerevisiae" "Looks Exceptionally like U2A" "717" "YPL213W" "S000006134" "ORF"
"SPT7" "OTHER" "1" "SPT7" "S. cerevisiae" "SuPpressor of Ty's" "3999" "YBR081C" "S000000285" "ORF"
"ABF2" "OTHER" "1" "ABF2" "S. cerevisiae" "ARS-Binding Factor" "552" "YMR072W" "S000004676" "ORF"
"NUP188" "OTHER" "1" "NUP188" "S. cerevisiae" "NUclear Pore" "4968" "YML103C" "S000004571" "ORF"
"PUF3" "OTHER" "1" "PUF3" "S. cerevisiae" "PUmilio-homology domain Family" "2640" "YLL013C" "S000003936" "ORF"
"IOC2" "OTHER" "1" "IOC2" "S. cerevisiae" "Iswi One Complex" "2439" "YLR095C" "S000004085" "ORF"
"UBP14" "OTHER" "1" "UBP14" "S. cerevisiae" "UBiquitin-specific Protease" "2346" "YBR058C" "S000000262" "ORF"
"NCE102" "OTHER" "1" "NCE102" "S. cerevisiae" "NonClassical Export" "522" "YPR149W" "S000006353" "ORF"
"CAC1" "OTHER" "1" "RLF2" "S. cerevisiae" "Rap1 protein Localization Factor" "1821" "YPR018W" "S000006222" "ORF"
"RIM11" "OTHER" "1" "RIM11" "S. cerevisiae" "Regulator of IME2" "1113" "YMR139W" "S000004747" "ORF"
"CHL1" "OTHER" "1" "CHL1" "S. cerevisiae" "CHromosome Loss" "2586" "YPL008W" "S000005929" "ORF"
"SCS2" "OTHER" "1" "SCS2" "S. cerevisiae" "Suppressor of Choline Sensitivity" "735" "YER120W" "S000000922" "ORF"
"SIR3" "OTHER" "1" "SIR3" "S. cerevisiae" "Silent Information Regulator" "2937" "YLR442C" "S000004434" "ORF"
"SKN7" "OTHER" "1" "SKN7" "S. cerevisiae" "Suppressor of Kre Null" "1869" "YHR206W" "S000001249" "ORF"
"MFB1" "OTHER" "1" "MFB1" "S. cerevisiae" "Mitochondria-associated F-Box protein" "1398" "YDR219C" "S000002627" "ORF"
"SPT3" "OTHER" "1" "SPT3" "S. cerevisiae" "SuPpressor of Ty's" "1014" "YDR392W" "S000002800" "ORF"
"RCO1" "OTHER" "1" "RCO1" "S. cerevisiae" "" "2055" "YMR075W" "S000004680" "ORF"
"ITC1" "OTHER" "1" "ITC1" "S. cerevisiae" "Imitation switch Two Complex" "3795" "YGL133W" "S000003101" "ORF"
"ELF1" "OTHER" "1" "ELF1" "S. cerevisiae" "ELongation Factor" "438" "YKL160W" "S000001643" "ORF"
"SGS1" "OTHER" "1" "SGS1" "S. cerevisiae" "Slow Growth Suppressor" "4344" "YMR190C" "S000004802" "ORF"
"PTC1" "OTHER" "1" "PTC1" "S. cerevisiae" "Phosphatase type Two C" "846" "YDL006W" "S000002164" "ORF"
"VID28" "OTHER" "1" "VID28" "S. cerevisiae" "Vacuolar Import and Degradation" "2766" "YIL017C" "S000001279" "ORF"
"UBR2" "OTHER" "1" "UBR2" "S. cerevisiae" "" "5619" "YLR024C" "S000004014" "ORF"
"PPR1" "OTHER" "1" "PPR1" "S. cerevisiae" "Pyrimidine Pathway Regulation" "2715" "YLR014C" "S000004004" "ORF"
"SPT8" "OTHER" "1" "SPT8" "S. cerevisiae" "SuPpressor of Ty" "1809" "YLR055C" "S000004045" "ORF"
"STE12" "OTHER" "1" "STE12" "S. cerevisiae" "STErile" "2067" "YHR084W" "S000001126" "ORF"
"PEX5" "OTHER" "1" "PEX5" "S. cerevisiae" "PEroXin" "1839" "YDR244W" "S000002652" "ORF"
"SGS1" "OTHER" "1" "SGS1" "S. cerevisiae" "Slow Growth Suppressor" "4344" "YMR190C" "S000004802" "ORF"
"SGF29" "OTHER" "1" "SGF29" "S. cerevisiae" "SaGa associated Factor" "780" "YCL010C" "S000000516" "ORF"
"YMR293C" "OTHER" "1" "HER2" "S. cerevisiae" "Hmg2p ER Remodeling" "1395" "YMR293C" "S000004907" "ORF"
"SKN7" "OTHER" "1" "SKN7" "S. cerevisiae" "Suppressor of Kre Null" "1869" "YHR206W" "S000001249" "ORF"
"VID28" "OTHER" "1" "VID28" "S. cerevisiae" "Vacuolar Import and Degradation" "2766" "YIL017C" "S000001279" "ORF"
"DOA1" "OTHER" "1" "DOA1" "S. cerevisiae" "Degradation Of Alpha" "2148" "YKL213C" "S000001696" "ORF"
"CBF1" "OTHER" "1" "CBF1" "S. cerevisiae" "Centromere Binding Factor" "1056" "YJR060W" "S000003821" "ORF"
"THR4" "OTHER" "1" "THR4" "S. cerevisiae" "THReonine requiring" "1545" "YCR053W" "S000000649" "ORF"
"YMR293C" "OTHER" "1" "HER2" "S. cerevisiae" "Hmg2p ER Remodeling" "1395" "YMR293C" "S000004907" "ORF"
"HPC2" "OTHER" "1" "HPC2" "S. cerevisiae" "Histone Periodic Control" "1962" "YBR215W" "S000000419" "ORF"
"SCS2" "OTHER" "1" "SCS2" "S. cerevisiae" "Suppressor of Choline Sensitivity" "735" "YER120W" "S000000922" "ORF"
"SIR3" "OTHER" "1" "SIR3" "S. cerevisiae" "Silent Information Regulator" "2937" "YLR442C" "S000004434" "ORF"
"RAD26" "OTHER" "1" "RAD26" "S. cerevisiae" "RADiation sensitive" "3258" "YJR035W" "S000003796" "ORF"
"YBP2" "OTHER" "1" "YBP2" "S. cerevisiae" "Yap1-Binding Protein" "1926" "YGL060W" "S000003028" "ORF"
"DAT1" "OTHER" "1" "DAT1" "S. cerevisiae" "DATin" "747" "YML113W" "S000004581" "ORF"
"SWI5" "OTHER" "1" "SWI5" "S. cerevisiae" "SWItching deficient" "2130" "YDR146C" "S000002553" "ORF"
"RIS1" "OTHER" "1" "ULS1" "S. cerevisiae" "Ubiquitin Ligase for SUMO conjugates" "4860" "YOR191W" "S000005717" "ORF"
"SPT21" "OTHER" "1" "SPT21" "S. cerevisiae" "SuPpressor of Ty" "2277" "YMR179W" "S000004791" "ORF"
"STE50" "OTHER" "1" "STE50" "S. cerevisiae" "STErile" "1041" "YCL032W" "S000000537" "ORF"
"YPR153W" "OTHER" "1" "MAY24" "S. cerevisiae" "genetic interaction profile similarity to MTC Annotated Yeast genes MTC2 and MTC4" "557" "YPR153W" "S000006357" "ORF"
"IOC2" "OTHER" "1" "IOC2" "S. cerevisiae" "Iswi One Complex" "2439" "YLR095C" "S000004085" "ORF"
"PBP1" "OTHER" "1" "PBP1" "S. cerevisiae" "Pab1p-Binding Protein" "2169" "YGR178C" "S000003410" "ORF"
"SPT8" "OTHER" "1" "SPT8" "S. cerevisiae" "SuPpressor of Ty" "1809" "YLR055C" "S000004045" "ORF"
"PTC1" "OTHER" "1" "PTC1" "S. cerevisiae" "Phosphatase type Two C" "846" "YDL006W" "S000002164" "ORF"
"ELF1" "OTHER" "1" "ELF1" "S. cerevisiae" "ELongation Factor" "438" "YKL160W" "S000001643" "ORF"
"DBP3" "OTHER" "1" "DBP3" "S. cerevisiae" "Dead Box Protein" "1572" "YGL078C" "S000003046" "ORF"
"SPT3" "OTHER" "1" "SPT3" "S. cerevisiae" "SuPpressor of Ty's" "1014" "YDR392W" "S000002800" "ORF"
"MED9" "OTHER" "1" "CSE2" "S. cerevisiae" "Chromosome SEgregation" "450" "YNR010W" "S000005293" "ORF"
"FIN1" "OTHER" "1" "FIN1" "S. cerevisiae" "Filaments In between Nuclei" "876" "YDR130C" "S000002537" "ORF"
"SNF2" "OTHER" "1" "SNF2" "S. cerevisiae" "Sucrose NonFermenting" "5112" "YOR290C" "S000005816" "ORF"
"RTF1" "OTHER" "1" "RTF1" "S. cerevisiae" "Restores TBP Function" "1677" "YGL244W" "S000003213" "ORF"
"FUS3" "OTHER" "1" "FUS3" "S. cerevisiae" "cell FUSion" "1062" "YBL016W" "S000000112" "ORF"
"SAM3" "OTHER" "1" "SAM3" "S. cerevisiae" "S-AdenosylMethionine metabolism" "1764" "YPL274W" "S000006195" "ORF"
"RAD23" "OTHER" "1" "RAD23" "S. cerevisiae" "RADiation sensitive" "1197" "YEL037C" "S000000763" "ORF"
"SWD1" "OTHER" "1" "SWD1" "S. cerevisiae" "Set1c, WD40 repeat protein" "1281" "YAR003W" "S000000064" "ORF"
"PET112" "OTHER" "1" "PET112" "S. cerevisiae" "PETite colonies" "1626" "YBL080C" "S000000176" "ORF"
"YHL010C" "OTHER" "1" "ETP1" "S. cerevisiae" "Ethanol Tolerance Protein" "1758" "YHL010C" "S000001002" "ORF"
"FAB1" "OTHER" "1" "FAB1" "S. cerevisiae" "Forms Aploid and Binucleate cells" "6837" "YFR019W" "S000001915" "ORF"
"PPR1" "OTHER" "1" "PPR1" "S. cerevisiae" "Pyrimidine Pathway Regulation" "2715" "YLR014C" "S000004004" "ORF"
"PHO13" "OTHER" "1" "PHO13" "S. cerevisiae" "PHOsphate metabolism" "939" "YDL236W" "S000002395" "ORF"
"UBX2" "OTHER" "1" "UBX2" "S. cerevisiae" "UBiquitin regulatory X" "1755" "YML013W" "S000004475" "ORF"
"PSR1" "OTHER" "1" "PSR1" "S. cerevisiae" "Plasma membrane Sodium Response" "1284" "YLL010C" "S000003933" "ORF"
"LEO1" "OTHER" "1" "LEO1" "S. cerevisiae" "LEft Open reading frame" "1395" "YOR123C" "S000005649" "ORF"
"DEG1" "OTHER" "1" "DEG1" "S. cerevisiae" "DEpressed Growth rate" "1329" "YFL001W" "S000001895" "ORF"
"CCR4" "OTHER" "1" "CCR4" "S. cerevisiae" "Carbon Catabolite Repression" "2514" "YAL021C" "S000000019" "ORF"
"SNF5" "OTHER" "1" "SNF5" "S. cerevisiae" "Sucrose NonFermenting" "2718" "YBR289W" "S000000493" "ORF"
"MMS4" "OTHER" "1" "MMS4" "S. cerevisiae" "Methyl MethaneSulfonate sensitivity" "2076" "YBR098W" "S000000302" "ORF"
"MMS22" "OTHER" "1" "MMS22" "S. cerevisiae" "Methyl MethaneSulfonate sensitivity" "4365" "YLR320W" "S000004312" "ORF"
"CLN2" "OTHER" "1" "CLN2" "S. cerevisiae" "CycLiN" "1638" "YPL256C" "S000006177" "ORF"
"HPA1" "OTHER" "1" "ELP3" "S. cerevisiae" "ELongator Protein" "1674" "YPL086C" "S000006007" "ORF"
"YDR306C" "OTHER" "1" "PFU1" "S. cerevisiae" "Pheromone, F-box, Ubiquitination" "1437" "YDR306C" "S000002714" "ORF"
"BMH1" "OTHER" "1" "BMH1" "S. cerevisiae" "Brain Modulosignalin Homolog" "804" "YER177W" "S000000979" "ORF"
"SAS4" "OTHER" "1" "SAS4" "S. cerevisiae" "Something About Silencing" "1446" "YDR181C" "S000002589" "ORF"
"TPK3" "OTHER" "1" "TPK3" "S. cerevisiae" "Takashi's Protein Kinase" "1197" "YKL166C" "S000001649" "ORF"
"RAM1" "OTHER" "1" "RAM1" "S. cerevisiae" "RAS protein and A-factor Maturation" "1296" "YDL090C" "S000002248" "ORF"
"RPN10" "OTHER" "1" "RPN10" "S. cerevisiae" "Regulatory Particle Non-ATPase" "807" "YHR200W" "S000001243" "ORF"
"OCA1" "OTHER" "1" "OCA1" "S. cerevisiae" "Oxidant-induced Cell-cycle Arrest" "717" "YNL099C" "S000005043" "ORF"
"SSF1" "OTHER" "1" "SSF1" "S. cerevisiae" "Suppressor of ste4 (Four)" "1362" "YHR066W" "S000001108" "ORF"
"STE50" "OTHER" "1" "STE50" "S. cerevisiae" "STErile" "1041" "YCL032W" "S000000537" "ORF"
"SAT4" "OTHER" "1" "SAT4" "S. cerevisiae" "" "1812" "YCR008W" "S000000601" "ORF"
"IKI1" "OTHER" "1" "IKI1" "S. cerevisiae" "Insensitive to KIller toxin" "930" "YHR187W" "S000001230" "ORF"
"SLX9" "OTHER" "1" "SLX9" "S. cerevisiae" "" "633" "YGR081C" "S000003313" "ORF"
"UBA4" "OTHER" "1" "UBA4" "S. cerevisiae" "UBiquitin-Activating" "1323" "YHR111W" "S000001153" "ORF"
"RRP8" "OTHER" "1" "RRP8" "S. cerevisiae" "Ribosomal RNA Processing" "1179" "YDR083W" "S000002490" "ORF"
"YOR338W" "OTHER" "1" "" "S. cerevisiae" "" "1092" "YOR338W" "S000005865" "ORF"
"PPZ1" "OTHER" "1" "PPZ1" "S. cerevisiae" "Protein Phosphatase Z" "2079" "YML016C" "S000004478" "ORF"
"CTF18" "OTHER" "1" "CTF18" "S. cerevisiae" "Chromosome Transmission Fidelity" "2226" "YMR078C" "S000004683" "ORF"
"MOT3" "OTHER" "1" "MOT3" "S. cerevisiae" "Modifier of Transcription" "1473" "YMR070W" "S000004674" "ORF"
"PTK2" "OTHER" "1" "PTK2" "S. cerevisiae" "Putative serine/Threonine protein Kinase" "2457" "YJR059W" "S000003820" "ORF"
"RAD27" "OTHER" "1" "RAD27" "S. cerevisiae" "RADiation sensitive" "1149" "YKL113C" "S000001596" "ORF"
"GSY1" "OTHER" "1" "GSY1" "S. cerevisiae" "Glycogen SYnthase" "2127" "YFR015C" "S000001911" "ORF"
"BRE5" "OTHER" "1" "BRE5" "S. cerevisiae" "BREfeldin A sensitivity" "1548" "YNR051C" "S000005334" "ORF"
"OCA2" "OTHER" "1" "OCA2" "S. cerevisiae" "Oxidant-induced Cell cycle Arrest" "594" "YNL056W" "S000005001" "ORF"
"CTI6" "OTHER" "1" "CTI6" "S. cerevisiae" "Cyc8-Tup1 Interacting protein" "1521" "YPL181W" "S000006102" "ORF"
"TOP3" "OTHER" "1" "TOP3" "S. cerevisiae" "TOPoisomerase" "1971" "YLR234W" "S000004224" "ORF"
"IRE1" "OTHER" "1" "IRE1" "S. cerevisiae" "Inositol REquiring" "3348" "YHR079C" "S000001121" "ORF"
"REV3" "OTHER" "1" "REV3" "S. cerevisiae" "REVersionless" "4515" "YPL167C" "S000006088" "ORF"
"DCS1" "OTHER" "1" "DCS1" "S. cerevisiae" "DeCapping Scavenger" "1053" "YLR270W" "S000004260" "ORF"
"SPT20" "OTHER" "1" "SPT20" "S. cerevisiae" "SuPpressor of Ty" "1815" "YOL148C" "S000005508" "ORF"
"UFD4" "OTHER" "1" "UFD4" "S. cerevisiae" "Ubiquitin Fusion Degradation protein" "4452" "YKL010C" "S000001493" "ORF"
"DLS1" "OTHER" "1" "DLS1" "S. cerevisiae" "Dpb3-Like Subunit of ISW2/yCHRAC complex" "504" "YJL065C" "S000003601" "ORF"
"RAD55" "OTHER" "1" "RAD55" "S. cerevisiae" "RADiation sensitive" "1221" "YDR076W" "S000002483" "ORF"
"UAF30" "OTHER" "1" "UAF30" "S. cerevisiae" "Upstream Activation Factor subunit" "687" "YOR295W" "S000005821" "ORF"
"ROX1" "OTHER" "1" "ROX1" "S. cerevisiae" "Regulation by OXygen" "1107" "YPR065W" "S000006269" "ORF"
"OPI3" "OTHER" "1" "OPI3" "S. cerevisiae" "OverProducer of Inositol" "621" "YJR073C" "S000003834" "ORF"
"SWT21" "OTHER" "1" "SWT21" "S. cerevisiae" "Synthetic With Tgs1" "1074" "YNL187W" "S000005131" "ORF"
"DHH1" "OTHER" "1" "DHH1" "S. cerevisiae" "DEAD box Helicase Homolog" "1521" "YDL160C" "S000002319" "ORF"
"GCN4" "OTHER" "1" "GCN4" "S. cerevisiae" "General Control Nonderepressible" "846" "YEL009C" "S000000735" "ORF"
"ELM1" "OTHER" "1" "ELM1" "S. cerevisiae" "ELongated Morphology" "1923" "YKL048C" "S000001531" "ORF"
"MRN1" "OTHER" "1" "MRN1" "S. cerevisiae" "Multicopy supressor of rsc nhp6" "1839" "YPL184C" "S000006105" "ORF"
"CAF130" "OTHER" "1" "CAF130" "S. cerevisiae" "CCR4 Associated Factor" "3369" "YGR134W" "S000003366" "ORF"
"CMK1" "OTHER" "1" "CMK1" "S. cerevisiae" "CalModulin dependent protein Kinase" "1341" "YFR014C" "S000001910" "ORF"
"SAM4" "OTHER" "1" "SAM4" "S. cerevisiae" "S-AdenosylMethionine metabolism" "978" "YPL273W" "S000006194" "ORF"
"MSN2" "OTHER" "1" "MSN2" "S. cerevisiae" "Multicopy suppressor of SNF1 mutation" "2115" "YMR037C" "S000004640" "ORF"
"GZF3" "OTHER" "1" "GZF3" "S. cerevisiae" "Gata Zinc Finger protein" "1656" "YJL110C" "S000003646" "ORF"
"RAS2" "OTHER" "1" "RAS2" "S. cerevisiae" "homologous to RAS proto-oncogene" "969" "YNL098C" "S000005042" "ORF"
"SWR1" "OTHER" "1" "SWR1" "S. cerevisiae" "SWi2/snf2-Related" "4545" "YDR334W" "S000002742" "ORF"
"NPR2" "OTHER" "1" "NPR2" "S. cerevisiae" "Nitrogen Permease Regulator" "1848" "YEL062W" "S000000788" "ORF"
"THP2" "OTHER" "1" "THP2" "S. cerevisiae" "THO2 - HPR1 Phenotype" "786" "YHR167W" "S000001210" "ORF"
"SYC1" "OTHER" "1" "SYC1" "S. cerevisiae" "Similar to Ysh1 C-terminal" "567" "YOR179C" "S000005705" "ORF"
"STB4" "OTHER" "1" "STB4" "S. cerevisiae" "Sin Three Binding protein" "2850" "YMR019W" "S000004621" "ORF"
"RAD50" "OTHER" "1" "RAD50" "S. cerevisiae" "RADiation sensitive" "3939" "YNL250W" "S000005194" "ORF"
"YIL014C-A" "OTHER" "1" "" "S. cerevisiae" "" "315" "YIL014C-A" "S000003536" "ORF"
"MIH1" "OTHER" "1" "MIH1" "S. cerevisiae" "Mitotic Inducer Homolog" "1665" "YMR036C" "S000004639" "ORF"
"VHR1" "OTHER" "1" "VHR1" "S. cerevisiae" "VHt1 Regulator" "1923" "YIL056W" "S000001318" "ORF"
"SWC5" "OTHER" "1" "SWC5" "S. cerevisiae" "SWr Complex" "912" "YBR231C" "S000000435" "ORF"
"RME1" "OTHER" "1" "RME1" "S. cerevisiae" "Regulator of MEiosis" "903" "YGR044C" "S000003276" "ORF"
"RPD3" "OTHER" "1" "RPD3" "S. cerevisiae" "Reduced Potassium Dependency" "1302" "YNL330C" "S000005274" "ORF"
"TMA22" "OTHER" "1" "TMA22" "S. cerevisiae" "Translation Machinery Associated" "597" "YJR014W" "S000003775" "ORF"
"MCK1" "OTHER" "1" "MCK1" "S. cerevisiae" "Meiosis and Centromere regulatory Kinase" "1128" "YNL307C" "S000005251" "ORF"
"GLN3" "OTHER" "1" "GLN3" "S. cerevisiae" "GLutamiNe metabolism" "2193" "YER040W" "S000000842" "ORF"
"VPS28" "OTHER" "1" "VPS28" "S. cerevisiae" "Vacuolar Protein Sorting" "729" "YPL065W" "S000005986" "ORF"
"ASK10" "OTHER" "1" "ASK10" "S. cerevisiae" "Activator of SKn7" "3441" "YGR097W" "S000003329" "ORF"
"NPL3" "OTHER" "1" "NPL3" "S. cerevisiae" "Nuclear Protein Localization" "1245" "YDR432W" "S000002840" "ORF"
"YOR338W" "OTHER" "1" "" "S. cerevisiae" "" "1092" "YOR338W" "S000005865" "ORF"
"PUF6" "OTHER" "1" "PUF6" "S. cerevisiae" "PUmilio-homology domain Family" "1971" "YDR496C" "S000002904" "ORF"
"HOS2" "OTHER" "1" "HOS2" "S. cerevisiae" "Hda One Similar" "1359" "YGL194C" "S000003162" "ORF"
"SIR1" "OTHER" "1" "SIR1" "S. cerevisiae" "Silent Information Regulator" "1965" "YKR101W" "S000001809" "ORF"
"TOP3" "OTHER" "1" "TOP3" "S. cerevisiae" "TOPoisomerase" "1971" "YLR234W" "S000004224" "ORF"
"ARP8" "OTHER" "1" "ARP8" "S. cerevisiae" "Actin-Related Protein" "2646" "YOR141C" "S000005667" "ORF"
"PCL6" "OTHER" "1" "PCL6" "S. cerevisiae" "Pho85 CycLin" "1263" "YER059W" "S000000861" "ORF"
"PBA1" "OTHER" "1" "PBA1" "S. cerevisiae" "Proteasome Biogenesis-Associated" "917" "YLR199C" "S000004189" "ORF"
"HAP4" "OTHER" "1" "HAP4" "S. cerevisiae" "Heme Activator Protein" "1665" "YKL109W" "S000001592" "ORF"
"SSN6" "OTHER" "1" "CYC8" "S. cerevisiae" "CYtochrome C" "2901" "YBR112C" "S000000316" "ORF"
"EDE1" "OTHER" "1" "EDE1" "S. cerevisiae" "EH Domains and Endocytosis" "4146" "YBL047C" "S000000143" "ORF"
"MKK2" "OTHER" "1" "MKK2" "S. cerevisiae" "Mitogen-activated Kinase Kinase" "1521" "YPL140C" "S000006061" "ORF"
"HXK2" "OTHER" "1" "HXK2" "S. cerevisiae" "HeXoKinase" "1461" "YGL253W" "S000003222" "ORF"
"LCB5" "OTHER" "1" "LCB5" "S. cerevisiae" "Long-Chain Base" "2064" "YLR260W" "S000004250" "ORF"
"MCM21" "OTHER" "1" "MCM21" "S. cerevisiae" "MiniChromosome Maintenance" "1190" "YDR318W" "S000002726" "ORF"
"INO4" "OTHER" "1" "INO4" "S. cerevisiae" "INOsitol requiring" "456" "YOL108C" "S000005468" "ORF"
"ATG21" "OTHER" "1" "ATG21" "S. cerevisiae" "AuTophaGy related" "1491" "YPL100W" "S000006021" "ORF"
"LOC1" "OTHER" "1" "LOC1" "S. cerevisiae" "LOCalization of mRNA" "615" "YFR001W" "S000001897" "ORF"
"LEM3" "OTHER" "1" "LEM3" "S. cerevisiae" "Ligand-Effect Modulator" "1245" "YNL323W" "S000005267" "ORF"
"DOC1" "OTHER" "1" "DOC1" "S. cerevisiae" "Destruction Of Cyclin B" "753" "YGL240W" "S000003209" "ORF"
"CTF19" "OTHER" "1" "CTF19" "S. cerevisiae" "Chromosome Transmission Fidelity" "1110" "YPL018W" "S000005939" "ORF"
"TMA22" "OTHER" "1" "TMA22" "S. cerevisiae" "Translation Machinery Associated" "597" "YJR014W" "S000003775" "ORF"
"SWM1" "OTHER" "1" "SWM1" "S. cerevisiae" "Spore Wall Maturation" "513" "YDR260C" "S000002668" "ORF"
"UME1" "OTHER" "1" "UME1" "S. cerevisiae" "Unscheduled Meiotic gene Expression" "1383" "YPL139C" "S000006060" "ORF"
"DEG1" "OTHER" "1" "DEG1" "S. cerevisiae" "DEpressed Growth rate" "1329" "YFL001W" "S000001895" "ORF"
"BCY1" "OTHER" "1" "BCY1" "S. cerevisiae" "Bypass of CYclic-AMP requirement" "1251" "YIL033C" "S000001295" "ORF"
"MSH2" "OTHER" "1" "MSH2" "S. cerevisiae" "MutS Homolog" "2895" "YOL090W" "S000005450" "ORF"
"HFI1" "OTHER" "1" "HFI1" "S. cerevisiae" "Histone H2A Functional Interactor" "1467" "YPL254W" "S000006175" "ORF"
"CHA4" "OTHER" "1" "CHA4" "S. cerevisiae" "Catabolism of Hydroxy Amino acids" "1947" "YLR098C" "S000004088" "ORF"
"HIR2" "OTHER" "1" "HIR2" "S. cerevisiae" "HIstone Regulation" "2628" "YOR038C" "S000005564" "ORF"
"CLN3" "OTHER" "1" "CLN3" "S. cerevisiae" "CycLiN" "1743" "YAL040C" "S000000038" "ORF"
"KKQ8" "OTHER" "1" "KKQ8" "S. cerevisiae" "" "2175" "YKL168C" "S000001651" "ORF"
"SKY1" "OTHER" "1" "SKY1" "S. cerevisiae" "SRPK1-like Kinase in Yeast" "2229" "YMR216C" "S000004829" "ORF"
"MED3" "OTHER" "1" "PGD1" "S. cerevisiae" "PolyGlutamine Domain" "1194" "YGL025C" "S000002993" "ORF"
"STE7" "OTHER" "1" "STE7" "S. cerevisiae" "STErile" "1548" "YDL159W" "S000002318" "ORF"
"DEP1" "OTHER" "1" "DEP1" "S. cerevisiae" "Disability in regulation of Expression of genes involved in Phospholipid biosynthesis" "1218" "YAL013W" "S000000011" "ORF"
"CHO2" "OTHER" "1" "CHO2" "S. cerevisiae" "CHOline requiring" "2610" "YGR157W" "S000003389" "ORF"
"CUE1" "OTHER" "1" "CUE1" "S. cerevisiae" "Coupling of Ubiquitin conjugation to ER degradation" "612" "YMR264W" "S000004877" "ORF"
"ARP8" "OTHER" "1" "ARP8" "S. cerevisiae" "Actin-Related Protein" "2646" "YOR141C" "S000005667" "ORF"
"AZF1" "OTHER" "1" "AZF1" "S. cerevisiae" "Asparagine-rich Zinc-Finger" "2745" "YOR113W" "S000005639" "ORF"
"RNR4" "OTHER" "1" "RNR4" "S. cerevisiae" "RiboNucleotide Reductase" "1038" "YGR180C" "S000003412" "ORF"
"UBX2" "OTHER" "1" "UBX2" "S. cerevisiae" "UBiquitin regulatory X" "1755" "YML013W" "S000004475" "ORF"
"CHD1" "OTHER" "1" "CHD1" "S. cerevisiae" "Chromatin organization modifier, Helicase, and DNA-binding domains" "4407" "YER164W" "S000000966" "ORF"
